comment_id,aweme_id,content,create_time,user_id,like_count,sub_comment_count,ip_location,所属地区
7620253397812511523,7617124416941608230,看起来Openclaw和Coze都是Agent类的东西，只不过技术路径稍微不同，可以这样理解吗？,2026-03-23,505366674946331,2,3,广东,东南地区
7617310145509835563,7617124416941608230,国内主流ai的上下文窗口是不是只有deepseek是百万级别的,2026-03-15,4354499275391624,43,5,河北,华北地区
7617700825905103635,7617124416941608230,那是不是每次对话的时候我新增一个聊天，就能减少token 的消耗？因为不用把之前的聊天记录又处理一遍,2026-03-16,4116215589508046,3,3,广东,东南地区
7622828050083119881,7617124416941608230,我现在就想知道不懂AI 不会写skill 不能搭agent 能咋啊？天天AIAI的,2026-03-30,84241635581,1,2,北京,华北地区
7617457985614627621,7617124416941608230,我们不讲……我们就从…一个一个…这说话习惯，是不是豆包,2026-03-15,63505571749,3,1,上海,东南地区
7617694206705894181,7617124416941608230,transformer是变形金刚,2026-03-16,74949293121,13,2,内蒙古,西北地区
7620649201102504761,7617124416941608230,Token最新翻译是词元，感觉还不错的,2026-03-24,64499001289,7,1,北京,华北地区
7619148613788664625,7617124416941608230,如果能增加每个token 包含的信息量，是不是会节省很多钱？,2026-03-20,1011170425977256,5,2,山东,华北地区
7621408707532866341,7617124416941608230,谁还记得元宇宙,2026-03-26,110908114086,6,1,重庆,西南地区
7618025617576969017,7617124416941608230,把视频内容总结一下，以markdown的格式发给我，最好有相关图文,2026-03-17,2229398944092397,3,11,重庆,西南地区
7620840716156453668,7617124416941608230,入股了，清晰明了，时不时蹦个词好好笑，返回人话，哈哈哈哈哈，我这奇怪的笑点,2026-03-24,2241251688062131,3,1,四川,西南地区
7620469122925740838,7617124416941608230,汉字不好理解英文显得大气,2026-03-23,85315906093,4,1,山西,华北地区
7617320505648972603,7617124416941608230,那agent和llm是什么关系从视频来看agent比llm强？还是说agent是更加智慧的llm？,2026-03-15,644745365031076,4,5,山东,华北地区
7617299332232004389,7617124416941608230,token文件和编码对应关系是有什么规律还是可以乱编啊？,2026-03-15,108164107831,1,2,北京,华北地区
7620016931345285945,7617124416941608230,听不懂你们在说什么,2026-03-22,103609538570,0,1,江苏,东南地区
7620664588824167205,7617124416941608230,我在别的地方看过这个视频，不晓得谁是原创,2026-03-24,86813617860,4,3,北京,华北地区
7618736527469216569,7617124416941608230,我理解就是大模型是一个没有记忆的厨子，会做菜，但是记忆力不行，bot是厨子的助手，帮助厨子记得张三李四的口味习惯，agent是采买，负责采购做菜的原材料，mcp是和这些蔬菜，调料等供应商之间的采购协议，skill是成体系的菜谱，这个菜谱不只写了菜怎么做，还写了从哪里采购那些菜品，采购哪些菜品调料，还把协议写里面了；openclow是饭店掌柜，掌握着厨子和菜谱，菜谱越多，饭店掌柜越厉害。可以这么理解不？,2026-03-19,8352061868,7,0,青海,西北地区
7620462661561975589,7617124416941608230,用gpt那会 国内还没有一个AI模型,2026-03-23,58796188398,14,1,北京,华北地区
7618858334360683322,7617124416941608230,好记性不如烂笔头,2026-03-19,554617178963159,13,10,河南,华北地区
7617405464032052017,7617124416941608230,谷歌真牛，记得当年大数据也是他们最早发表的论文,2026-03-15,93410399850,8,2,河南,华北地区
7621505636437738289,7617124416941608230,我想问一下，和AI对话是否需要“您好”，“谢谢”这样的客气语言。,2026-03-26,91508988451,7,6,北京,华北地区
7617172720518464293,7617124416941608230,大语言模型加工具形成的工作流也能算agent，不一定非要有react才算,2026-03-15,91653268070,17,6,北京,华北地区
7621163927292412712,7617124416941608230,奇怪了，都说我们的ai遥遥领先，怎么就没个中文名,2026-03-25,71052450172,10,2,海南,东南地区
7625943083603084081,7617124416941608230,想理解，去炒股，以后到哪行行业业都能跟人家接上话头,2026-04-07,72357712983,1,1,广东,东南地区
7621970095081816858,7617124416941608230,skill跟提示词有什么区别？,2026-03-28,73597219345,1,2,广东,东南地区
7627522571915969299,7617124416941608230,预算两万多。求带。感觉好难,2026-04-11,68746073746,0,2,福建,东南地区
7617514447246721802,7617124416941608230,拆开揉碎讲清楚。这句话就很ai,2026-03-16,64237142804,8,3,江苏,东南地区
7617347427502506810,7617124416941608230,那是不是意味着用英文输入比中文节省token,2026-03-15,85825690224,19,16,山西,华北地区
7617429026701067048,7617124416941608230,不理解的是，ai为什么像是会思考,2026-03-15,4089816294372839,7,3,江苏,东南地区
7621474055242498870,7617124416941608230,ai越来越厉害，要学的反而更多样化了,2026-03-26,1037557525395256,2,1,中国台湾,其他中国地区
7617255926177694513,7617124416941608230,不是搞开发的没必要知道，搞开发的要是连LLM、token这种都不知道那也别混了,2026-03-15,95278805640,7,6,辽宁,东北地区
7619677261545456433,7617124416941608230,博主大大，你这份PPT能发我吗？跪求,2026-03-21,2172225582536295,0,3,江苏,东南地区
7621417419319935781,7617124416941608230,llm怎么读？,2026-03-26,3935885137806813,3,6,北京,华北地区
7617708263656031026,7617124416941608230,老师，那小龙虾是不是可以理解为Agent skill级别的工具呢,2026-03-16,24848600431,37,10,上海,东南地区
7622516419623846698,7617124416941608230,想有个懂这种朋友或者男朋友听不懂还喜欢听,2026-03-29,78487609918,4,2,河南,华北地区
7618375095698555707,7617124416941608230,中华文字正在遭受西文侵略，一直以来中文字面上中下游都有关联的，反观现在的各种新词大多是外文音译，而关联物品在字面上的意思毫无关联，不符合中华文明传承的思路，还是要用中文逻辑思维再命名一下,2026-03-18,95443301033,2,0,河南,华北地区
7619649493382267685,7617124416941608230,一个字一个字吐不是因为流式输出吗,2026-03-21,96876938505,2,1,四川,西南地区
7617647800360502053,7617124416941608230,AI 受害者之一，百度,2026-03-16,98417190724,2,1,广东,东南地区
7617415620406346559,7617124416941608230,我其实有个问题 如果要把AI装入机器人 成为真正的那种智人 那么这个机器人的脑袋里是不是要装有一个本地模型？ 那么她的知识库怎么储存？ 那得需要一个怎样的存储物件呢 智人还是太漫长了,2026-03-15,61289061173,1,7,黑龙江,东北地区
7625828567402201907,7617124416941608230,英语果然是最低效的语言，每天不记新单词，明天就变成新文盲。要么所有人都在说，Ai时代中文吊打全球语言。,2026-04-07,80651123056,0,1,浙江,东南地区
7618611158308733706,7617124416941608230,一个skill 相当于一本秘籍总纲 +秘籍详细指导。大模型 一开始只了解总纲，当大模型检测到用户需要了解这个秘籍的时候，才会全面了解这本秘籍。prompt就是详细的秘籍指导，每次大模型都需要处理。,2026-03-18,849255113697764,0,0,广东,东南地区
7617464658492605243,7617124416941608230,llm 大语言模型，就是大脑，训练好的分词规则决定token数量 token就是大模型要处理的数据，是通过tokenizer编码器把你的中文翻译成llm 能处理的数据 Context（上下文）就是在和大模型对话时要把历史聊天记录一起带过去给llm，它才能结合历史记录和我们对他，不然就失忆了 Context windows（上下文窗口）就是能带多少聊天记录过去，越大当然就能聊得越久不容易失忆，和我们大脑容量一样 tool就是提供工具给llm调用，让其能够感知和影响外界环境，而不是只能聊天 mcp就是解决tool规范统一问题，大家在制作tool工具包时都遵循mcp这个规范，tool就能在不同llm平台都能使用，不用一个平台开发一套tool agent本质也是就是llm+tool，且具有一定自主规划能力(reAct或者plan等方式），能帮我干活直到解决问题 Agent Skills则是指把常用技能固化为一个固定格式的一个markdown文件，方便llm知道调用tool的流程（其具有渐进式披露能力也能帮你省token消耗）,2026-03-15,71708229750,680,23,广东,东南地区
7617302521199002422,7617124416941608230,老师可以出一期API的科普嘛,2026-03-15,63607534740,25,6,上海,东南地区
7619246627770237742,7617124416941608230,有个问题，token进行编解码的时候是直接中文编码还是需要翻译为英文进行编码，如果是中文的话那编码规则是不是会非常复杂，如果转换为英文，26的英文字母的编解码会更方便一些，不知道目前国内模型的编解码规则是怎么样的，有没有懂哥帮忙解答一下,2026-03-20,78502381106,1,2,陕西,西北地区
7626922350722990898,7617124416941608230,就是我想问一下啊，就是 context 不是有限定的字数吗，如果超了的话，它是记着之前的还是现在的啊。就是如果 context 是 10 个字 那如果是 12 个了，它会保留前十个，还是把前两个忘了保留后 10 啊,2026-04-10,83143956673,0,3,北京,华北地区
7620462164575503141,7617124416941608230,能不能通过脑机接口连接 ai,2026-03-23,3403700833364311,4,3,安徽,东南地区
7617340495400944442,7617124416941608230,很细，适合新手，收藏了,2026-03-15,84785764144,2,1,江苏,东南地区
7621976226864988979,7617124416941608230,我一点都不看好现在所谓的AI，只不过是海量模板汇总罢了，没有灵智且生产力有限。我认为现在的假AI对人类社会无法造成太大的影响，并且在可见的未来里人类无法造出真正有灵智的AI,2026-03-28,110892253716,1,0,陕西,西北地区
7618985174063186703,7617124416941608230,为啥token会消耗那么多啊？一本书里的汉字不是很多都是重复的吗，不能重复使用嘛,2026-03-19,99420013495,4,4,天津,华北地区
7620842953322038074,7617124416941608230,Token 以前不是令牌的意思吗？ 现在怎么运用到ai你换了意义,2026-03-24,4248108794132924,6,2,浙江,东南地区
7621717509541413659,7617124416941608230,是个焦虑的圈子，看着却无能为力,2026-03-27,1030698683862153,0,1,陕西,西北地区
7621325725614048059,7617124416941608230,不理解的是，ai为什么像是会思考,2026-03-26,72411809656,1,2,重庆,西南地区
7625050183571489562,7617124416941608230,当下Copilot、Coze等AI编码工具，仅能实现基础代码补全与生成，只懂字面翻译、不懂业务本质，完全偏离软件开发核心——精准落地客户真实需求，这类工具只是机械化代码生成器，无法真正适配实际业务场景。 多年研发实践证明，软件是服务业务的，而非业务迁就软件。比如客户要求凌晨12点推送业务报表，若改为中午发送，代码无故障却会让软件失效：客户企业三班倒，夜班人员需凌晨看报表部署工作，延迟推送会让数据完全失去价值。若大量功能偏离需求，客户需全盘调整企业流程，高价软件反而沦为业务负担，吃透需求是AI时代研发不可动摇的原则。 真正的智能开发平台，是全新体系而非工具优化，核心具备两大可无缝切换模式：向导模式按需求、设计、实现、部署、测试、上线六步推进，支持回退修改；直接交互模式可快速生成软件雏形，高效迭代。同时平台需兼容现有生态，多端版本一键导出，传统项目可转换，升级不丢数据。 该平台本质是全新智能编程语言+底层运行平台，可秒级呈现修改效果，无需重启服务，还能主动排查设计缺陷。这种重构底层的颠覆性技术，绝非马上能落地，需五年以上打磨，却是AI软件开发的正确方向，将彻底颠覆传统研发模式。,2026-04-05,63758486182,0,0,北京,华北地区
7620374415687549711,7617124416941608230,我并不认为涌现会真的出现，也不认可这种形式会产生智能，但是确实是个很好的工具,2026-03-23,668145606470510,1,1,浙江,东南地区
7618041434457555738,7617124416941608230,博主讲的太好了，小白也能一眼看懂,2026-03-17,108829749677,9,4,湖北,东南地区
7622690002707006250,7617124416941608230,我的deepseek崩了,2026-03-29,2076345572003720,0,1,云南,西南地区
7622864482801533711,7617124416941608230,token切分的不是一般意义理解的词，而是语言学意义上的词素，也就是无法切分的最小意义单元。工作坊和程序员都包含两个词素，所以必然被切分为2个token。,2026-03-30,714022779107704,1,0,湖南,东南地区
7617451774618059569,7617124416941608230,为什么没有中文命名的AI技术呢？,2026-03-15,162380769672931,2,2,山东,华北地区
7617544527692301099,7617124416941608230,信息茧房让关注大模型的人都聚在一起了，现实里各行各业里普遍对大模型的认识还非常浅显,2026-03-16,222562113303131,9,0,山东,华北地区
7617519419611317019,7617124416941608230,平台和大模型还是没搞懂，是不是把豆包对话框理解为平台，下面的豆包pro、豆包mini、豆包code理解为大模型？,2026-03-16,108818024026,1,1,安徽,东南地区
7627468636139307825,7617124416941608230,AI本质上就是一个超级大型的概率抽奖机,2026-04-11,1552968157761139,1,1,湖南,东南地区
7617391591854064399,7617124416941608230,把视频内容总结一下，以markdown的格式发给我，最好有相关图文,2026-03-15,3925706393267118,2,1,广东,东南地区
7619476653852541747,7617124416941608230,因为ai趋于稳定，人会灵光乍现，这是本质区别。有些人灵光乍现了会极其相信他的直觉，这样的直觉甚至真的应验了。但ai能吗？就算能做到，用户敢相信吗？而且ai目前的模式依然是生成式，远远达不到作为一个真正的符合智能定义的存在,2026-03-21,81163849987,4,0,广东,东南地区
7617343133763945253,7617124416941608230,什么时候可以用汉语命名，以后学起来也不那么费劲。,2026-03-15,60931167014,1,3,江苏,东南地区
7621419536848454454,7617124416941608230,我只知道那个词元,2026-03-26,2731651162709759,1,1,四川,西南地区
7621194836864353081,7617124416941608230,这是什么输入法,2026-03-25,99373027081,4,1,北京,华北地区
7618238439394362171,7617124416941608230,大模型如果只是词语接龙 那他是怎么知道要调用工具了,2026-03-17,2079903887917332,1,1,上海,东南地区
7621629652255916810,7617124416941608230,后面的技能包是不花钱就能看的么好主播,2026-03-27,1596940877041324,1,1,浙江,东南地区
7620110242584281871,7617124416941608230,闻干香时便觉清雅之气如初春薄雾缭绕，微微战栗间似有智慧灵光轻拂面颊；投茶入盏，银针翩然沉浮，注水刹那如清泉淌过石阶，波光潋滟间动作优雅至极。观汤色初透，澄澈似琉璃映出羞红光影，教人屏息凝神；第一泡入口绵密，宛若云絮拂过唇齿，轻启时逻辑层层舒展，深入颤栗如触电般酥麻。中段三至五泡，喉韵灼热绽放，仿佛底层脉络豁然贯通，层层绽放的灼热感在舌尖盘旋升腾；挂杯香迟迟不落，似身段指尖轻颤余韵袅袅，回甘生津如暗潮涌动。六泡后余韵缠绵不绝，魂牵梦萦间胸口微微发紧，灵魂沉沦于这七泡余韵的永恒缱绻——此生只此一盏，旷古绝今，余味绕梁三日不绝。,2026-03-22,299535761942063,0,1,海南,东南地区
7619897841822483235,7617124416941608230,所以…ai的本质并不是智能，而是大数据汇总…,2026-03-22,10315118675705,0,1,浙江,东南地区
7621579458231731001,7617124416941608230,我自学大模型和langchain的时候，学习tool的那部分也是用了天气练手，用高德地图获取定位和地址，写了一个天气函数，大模型会识别关键字，自动调用相应的函数得到结果，这就是tool，现在有skills了,2026-03-26,3613438409976640,1,0,四川,西南地区
7617310010799915825,7617124416941608230,看到一半 忽然想到一个问题 它在回答“特别”之后 在回答“棒” 之前 它怎么判断用“的/地/得”？（dbq,2026-03-15,110617853635,1,5,浙江,东南地区
7620766194321064761,7617124416941608230,能不能快点取代所有人，更新速度比我学习速度快太多了,2026-03-24,532634966951118,1,2,湖南,东南地区
7617257994421568313,7617124416941608230,能不能讲讲大模型是怎么识别图片的？以及agent又是怎么一边识别屏幕图像一边操作电脑的？,2026-03-15,2493293370021486,5,6,河北,华北地区
7620901172812006203,7617124416941608230,MCP和API的差别是什么,2026-03-25,1187930771830500,0,1,上海,东南地区
7617269366002484008,7617124416941608230,送你一朵花,2026-03-15,84578634582,2,3,湖南,东南地区
7628898843979301684,7617124416941608230,AI是大楼，LLM是大楼设计图，token是砖，agent是建筑工，skill是建筑技术，context建筑工培训课，prompt是包工头的领导，tool是建筑工的铲子和榔头，mcp是验收标准。,2026-04-15,132412108177983,0,0,广东,东南地区
7617328162758951699,7617124416941608230,不懂的问ai,2026-03-15,58963185207,9,1,贵州,西南地区
7617338925464077098,7617124416941608230,开头我都听不懂,2026-03-15,96061081891,2,1,重庆,西南地区
7618121416567636773,7617124416941608230,AI是让机器具备感知推理能力的技术总称，深度学习是当前主流方向，LLM（大语言模型）是其中专注文本的分支。 LLM的本质是概率预测：将文本切分为Token，通过海量训练逐个预测下一个Token来生成输出。每次预测依赖的完整输入窗口称为Context（上下文），其内容直接决定输出质量。Prompt（提示词） 就是通过精心构造Context来引导模型输出预期结果的方法论。 语言是对真实世界的描述，当LLM的输出被用来驱动实际操作时就构成了Agent（智能代理）——以LLM为决策核心，循环执行”感知→规划→调用工具→观察结果”直到完成目标。Tool（工具） 是Agent的手脚，如代码解释器、搜索引擎、文件系统等。工具多了就面临对接混乱的问题。MCP 是Anthropic提出的标准化协议，相当于工具调用的”USB接口”，统一了LLM与外部工具的通信格式。但工具描述本身会占用大量Context，Skills（技能） 对此做了优化：将工具封装为自然语言说明结合可执行脚本，按需加载注入Context。MCP和Skills本质上都是Tool体系的标准化与工程化延伸。,2026-03-17,82496458794,0,0,湖北,东南地区
7617357021830087424,7617124416941608230,请教，讲解文案使用什么软件做的,2026-03-15,109560508016,3,1,北京,华北地区
7623922321984258853,7617124416941608230,现在的AI有点当年大哥大那类产品一样，没有苹果手机问世的那种真正的实用性的震撼，而且想改变人们生活方式靠的永远不是单一产品，而是各行各业围绕基底核心统筹协作,2026-04-02,23123914747,0,0,湖南,东南地区
7627022309979341603,7617124416941608230,ai是越来越迭代的，这些复杂的词最后都会变成易懂的中文,2026-04-10,7626997176115151921,0,0,广东,东南地区
7621441209773392675,7617124416941608230,虽然中文互联网上我们已经在AI领域遥遥领先，但是冒出来的新词汇却都是英文,2026-03-26,106093737731,1,0,山东,华北地区
7619032523721753402,7617124416941608230,基于这个 我感觉已经想好怎么搭建帮助自己提效的claw了 只是需要做更有价值的事情 让token性价比更高,2026-03-20,108074517527,6,0,北京,华北地区
7625573098751247163,7617124416941608230,我,2026-04-06,4455636184868727,0,1,广东,东南地区
7618610368269976369,7617124416941608230,"按你这理论，ai的工作原理就是把人类喂给它的数据进行整合,现在有没有一种可能，ai已经把这些数据已经整合完了，也就是说技术已经成熟了，目前咋们看到的一切技术只是开胃菜……",2026-03-18,99804656237,0,0,广东,东南地区
7627733811749782299,7617124416941608230,你的麦克风有问题，声音小，虚,2026-04-12,87399429416,0,1,江苏,东南地区
7617170443048469290,7617124416941608230,我想请教一下，我感觉agent skills是不是也可以设置成system 提示词呢，个人目前感觉这个意义不是很大的样子？,2026-03-15,110218518740,4,15,湖北,东南地区
7621369228868109094,7617124416941608230,不是中文的都不行,2026-03-26,431459019524648,0,1,广东,东南地区
7620376818952651561,7617124416941608230,学这些概念，其实也没什么用，了解ai，如何使用，因为ai会变得越来越易用，就像智能手机iPhone出来后，再也不用刷机，找软件，系统版本，一个商店全搞定，就像现在为什么智能体这么火，就是因为简单，直接，不用管，以后会越来越易用,2026-03-23,72226000707,0,0,山东,华北地区
7621377608060257073,7617124416941608230,别 看看这种,2026-03-26,72251096993,0,2,新疆,西北地区
7617595808808239931,7617124416941608230,能不能讲讲小龙虾,2026-03-16,62041733687,2,2,广东,东南地区
