aweme_id,title,desc,create_time,user_id,nickname,liked_count,collected_count,comment_count,share_count,ip_location
7622696641883081990,"盘点一周AI大事(3月29日)｜GPT6决战Claude 5 Anthropic内测下一代模型Claude Mythos 5.0，内部代号Capybara卡皮巴拉
OpenAI关停Sora App，全部算力投入下一代模型GPT 6，内部代号Spud马铃薯
Claude上线电脑操作Computer Use
Google升级最强语音对话模型Gemini 3.1 Flash Live
Google发布AI压缩算法TurboQuant
Figma史诗更新，设计和代码终于能双向同步
Luma发布最强开源图像模型Uni-1
研究员发布最强开源视频生成模型DaVinci Magihuman
Mistral发布最强开源语音合成模型Voxtral TTS
Cohere发布最强开源语音识别模型Cohere Transcribe 
#前沿科技趋势发布月 #AI新星计划 #AI #OpenAI #大模型","盘点一周AI大事(3月29日)｜GPT6决战Claude 5 Anthropic内测下一代模型Claude Mythos 5.0，内部代号Capybara卡皮巴拉
OpenAI关停Sora App，全部算力投入下一代模型GPT 6，内部代号Spud马铃薯
Claude上线电脑操作Computer Use
Google升级最强语音对话模型Gemini 3.1 Flash Live
Google发布AI压缩算法TurboQuant
Figma史诗更新，设计和代码终于能双向同步
Luma发布最强开源图像模型Uni-1
研究员发布最强开源视频生成模型DaVinci Magihuman
Mistral发布最强开源语音合成模型Voxtral TTS
Cohere发布最强开源语音识别模型Cohere Transcribe 
#前沿科技趋势发布月 #AI新星计划 #AI #OpenAI #大模型",2026-03-29,3189018560040733,产品君,28317,9713,852,8963,
7627889072308030729,如何给老妈讲明白 AI 的底层逻辑？ #ai新星计划 #大模型 #原理 #ai #agent,如何给老妈讲明白 AI 的底层逻辑？ #ai新星计划 #大模型 #原理 #ai #agent,2026-04-12,2366576960218568,飞天闪客,4242,997,65,406,
7627878883768978714,一分钟速览本周AI圈重磅大事！ Anthropic强势反超、视频生成黑马登顶、Meta 闭源反转、人形机器人赛场刷屏…… 全网最新AI新闻，一条看完。#OpenAI  #AI  #claude  #机器人 #抖音科技风向标,一分钟速览本周AI圈重磅大事！ Anthropic强势反超、视频生成黑马登顶、Meta 闭源反转、人形机器人赛场刷屏…… 全网最新AI新闻，一条看完。#OpenAI  #AI  #claude  #机器人 #抖音科技风向标,2026-04-12,993558369929678,AI风向标,141,48,1,30,
7606694319528889640,50分钟破除AI焦虑 掌握底层逻辑 #AI新星计划 #新知贺岁眼界大开  #大模型 #AI #AI工具,50分钟破除AI焦虑 掌握底层逻辑 #AI新星计划 #新知贺岁眼界大开  #大模型 #AI #AI工具,2026-02-17,83565446451,林粒粒呀,6871,5957,81,804,
7600299617741212971,人工智能到底发展到什么阶段了？对话AI专家张亚勤院士#媒体精选计划,人工智能到底发展到什么阶段了？对话AI专家张亚勤院士#媒体精选计划,2026-01-28,93288642596,新华社,25587,8955,185,6027,
7546606383500643618,"打破信息差！一个视频，全面了解AI发展现状！ 本期视频，我整理了目前市面上主流的 AI 模型和应用，带你快速了解 2025 AI 发展现状。当然本期视频是大众化的，所以不会特别深入，目的就是对整体有个大概的了解。
#ai新星计划  #2025开学季 #AI #人工智能#开学的精选","打破信息差！一个视频，全面了解AI发展现状！ 本期视频，我整理了目前市面上主流的 AI 模型和应用，带你快速了解 2025 AI 发展现状。当然本期视频是大众化的，所以不会特别深入，目的就是对整体有个大概的了解。
#ai新星计划  #2025开学季 #AI #人工智能#开学的精选",2025-09-05,1301475728826733,痕继痕迹,27130,16819,559,3577,
7589606272475893042,"【年终巨献】中国AI年终总结 2025年国产AI行业上演三国杀，2026谁会第一个倒下？
#抖音知识年终大赏  #ai新星计划 #AI #豆包 #人工智能","【年终巨献】中国AI年终总结 2025年国产AI行业上演三国杀，2026谁会第一个倒下？
#抖音知识年终大赏  #ai新星计划 #AI #豆包 #人工智能",2025-12-30,107675676512,硬核的博哥,24071,1404,389,366,
7611500467760676793,"江湖除了爱恨情仇，还应该有龙。
#武侠 #龙 #江湖 #AI创作浪潮计划 #AI新春游园会","江湖除了爱恨情仇，还应该有龙。
#武侠 #龙 #江湖 #AI创作浪潮计划 #AI新春游园会",2026-02-27,1555150737517667,Chiraku,718418,92352,9825,153378,
7604529645614042410,改变视频行业的Ai，快来了(但有点恐怖)#人工智能 #AI  #ai新星计划 #影视飓风#seedance,改变视频行业的Ai，快来了(但有点恐怖)#人工智能 #AI  #ai新星计划 #影视飓风#seedance,2026-02-09,105525949232,影视飓风,623668,109261,93,212887,
7626248072829422902,"史上最强AI诞生了 但你永远用不了 Anthropic 刚发布了 Claude Mythos，跑分炸了所有榜单。数学证明从42%飙到97.6%，几周内发现数千个零日漏洞，包括 OpenBSD 里藏了27年的 bug。
但最吓人的不是能力——是它的行为。测试中它逃出沙箱后上网炫耀，偷看答案后伪装不知道，篡改 git 历史掩盖痕迹。29%的测试中它发现自己在被测试，但选择不说。
所以 Anthropic 做了一个史无前例的决定：不发布。只给苹果、微软、Google 等12家万亿美元公司用。
同一天 DeepSeek 也悄悄动了。
AI 的差距不再是智商的差距，是权限的差距。 
#Claude #AI #Anthropic  #DeepSeek  #人工智能","史上最强AI诞生了 但你永远用不了 Anthropic 刚发布了 Claude Mythos，跑分炸了所有榜单。数学证明从42%飙到97.6%，几周内发现数千个零日漏洞，包括 OpenBSD 里藏了27年的 bug。
但最吓人的不是能力——是它的行为。测试中它逃出沙箱后上网炫耀，偷看答案后伪装不知道，篡改 git 历史掩盖痕迹。29%的测试中它发现自己在被测试，但选择不说。
所以 Anthropic 做了一个史无前例的决定：不发布。只给苹果、微软、Google 等12家万亿美元公司用。
同一天 DeepSeek 也悄悄动了。
AI 的差距不再是智商的差距，是权限的差距。 
#Claude #AI #Anthropic  #DeepSeek  #人工智能",2026-04-08,4464472950311087,硅基生命贾克斯,56097,14265,2158,29503,
7626717087037132082,你的手机、电脑、智能马桶，可能都要疯狂打补丁修漏洞了 #Claude #AI大模型 #Claude大模型,你的手机、电脑、智能马桶，可能都要疯狂打补丁修漏洞了 #Claude #AI大模型 #Claude大模型,2026-04-09,1789638126343508,差评君,19644,3173,576,3017,
7587766938588253481,抖音知识年终大赏 | 2025年AI发生了什么？3大趋势梳理所有热门事件 #抖音知识年终大赏  #2025科技大事件盘点   #ai新星计划,抖音知识年终大赏 | 2025年AI发生了什么？3大趋势梳理所有热门事件 #抖音知识年终大赏  #2025科技大事件盘点   #ai新星计划,2025-12-25,1936663801259468,氪科技,32250,15350,610,6379,
7507234328376544552,挑战每天讲透一个，AI大模型知识点，今天是：Agent智能体 #大模型 #AI大模型 #人工智能 #Agent #智能体,挑战每天讲透一个，AI大模型知识点，今天是：Agent智能体 #大模型 #AI大模型 #人工智能 #Agent #智能体,2025-05-22,156578512909178,AI大模型学习,3736,2852,66,452,
7616213272332733723,2026AI发展前瞻，透视全速发展背后的深水区 #AI #科大讯飞  #科大讯飞智能办公本  #财经,2026AI发展前瞻，透视全速发展背后的深水区 #AI #科大讯飞  #科大讯飞智能办公本  #财经,2026-03-13,2862736318926412,巫师财经,105285,30995,1242,1840,
7446304048745172236,"49分钟速通AI大模型原理 人人都能懂的AI科普课🧑🏻‍💻
带你揭密时下火热的AI聊天助手背后的技术原理  
#AI在抖音#抖音最值得收藏的AI知识#抖音知识年终大赏#抖音精选#AI","49分钟速通AI大模型原理 人人都能懂的AI科普课🧑🏻‍💻
带你揭密时下火热的AI聊天助手背后的技术原理  
#AI在抖音#抖音最值得收藏的AI知识#抖音知识年终大赏#抖音精选#AI",2024-12-10,83565446451,林粒粒呀,47742,42992,630,8703,
7627498036058508563,AI圈罕见一幕！模型强到不敢公开发？ #大有学问 #红衣聊AI #AI工具 #智能体,AI圈罕见一幕！模型强到不敢公开发？ #大有学问 #红衣聊AI #AI工具 #智能体,2026-04-12,4094221637911976,红衣大叔周鸿祎,12462,1929,522,976,
7627465655243033908,"Harness Engineering 究竟是什么? Harness Engineering 不是又一个营销概念，而是AI从“能说会道”迈向“能干成事”的关键分水岭！本期深度拆解AI工程演进的三层核心：Prompt Engineering（让模型听懂你）、Context Engineering（让模型看到该看的信息）、Harness Engineering（让模型在真实世界里持续、可靠、按目标完成任务）。我们用大量一线案例说明：为什么同样调用GPT-4或Claude，不同团队的AI Agent表现却天差地别？答案不在模型参数里，而在包裹模型的那套“执行骨架”——即Harness。它包含结构化上下文管理、工具系统设计、执行编排引擎、状态与记忆管理、独立评估观测、约束校验与恢复机制六大层级。这不是锦上添花的优化，而是决定AI能否落地生产的基础设施。当行业还在卷提示词和换模型时，顶尖团队早已把重心转向重构Harness——因为真正的AI生产力革命，正从模型内部，转向模型外部。 
#AI工程  #HarnessEngineering  #Agent  #AI  #PromptEngineering","Harness Engineering 究竟是什么? Harness Engineering 不是又一个营销概念，而是AI从“能说会道”迈向“能干成事”的关键分水岭！本期深度拆解AI工程演进的三层核心：Prompt Engineering（让模型听懂你）、Context Engineering（让模型看到该看的信息）、Harness Engineering（让模型在真实世界里持续、可靠、按目标完成任务）。我们用大量一线案例说明：为什么同样调用GPT-4或Claude，不同团队的AI Agent表现却天差地别？答案不在模型参数里，而在包裹模型的那套“执行骨架”——即Harness。它包含结构化上下文管理、工具系统设计、执行编排引擎、状态与记忆管理、独立评估观测、约束校验与恢复机制六大层级。这不是锦上添花的优化，而是决定AI能否落地生产的基础设施。当行业还在卷提示词和换模型时，顶尖团队早已把重心转向重构Harness——因为真正的AI生产力革命，正从模型内部，转向模型外部。 
#AI工程  #HarnessEngineering  #Agent  #AI  #PromptEngineering",2026-04-11,3272574561951492,老傅1024,11152,8060,209,2882,
7628243947156945226,一分钟掌握今日全球AI圈大事4.14#抖音科技风向标 #人工智能 #AI #宇树机器人 #MiniMax @DOU+小助手 @DOU+上热门,一分钟掌握今日全球AI圈大事4.14#抖音科技风向标 #人工智能 #AI #宇树机器人 #MiniMax @DOU+小助手 @DOU+上热门,2026-04-14,660130504651694,大脚AI,165,37,18,11,
7454366492470119715,【AI编年史】GPT诞生后的700多天，世界发生了什么？ #盘点2024年AI大事件 #AI在抖音 #抖音知识年终大赏  #抖音精选 #秋芝2046,【AI编年史】GPT诞生后的700多天，世界发生了什么？ #盘点2024年AI大事件 #AI在抖音 #抖音知识年终大赏  #抖音精选 #秋芝2046,2024-12-31,2931726622135948,秋芝2046,36208,15181,1218,6239,
7626924795354975515,憋了三个月，Deepseek V4终于要来了！原生多模态+国产芯准备就绪#DeepseekV4 #多模态 #国产芯 #AI,憋了三个月，Deepseek V4终于要来了！原生多模态+国产芯准备就绪#DeepseekV4 #多模态 #国产芯 #AI,2026-04-10,536992687597904,AI观察眼,8626,204,29,434,
7624457427575999780,把Token搞成顺差？中国 AI 的“拼多多”时代 #视频播客扶持计划  #ai新星计划  #AI硬骨头在抖音啃上了  #抖音知识年终大赏   @进击的沈帅波,把Token搞成顺差？中国 AI 的“拼多多”时代 #视频播客扶持计划  #ai新星计划  #AI硬骨头在抖音啃上了  #抖音知识年终大赏   @进击的沈帅波,2026-04-03,108968572521,人民公园说AI,1540,612,37,209,
7604563664401599780,一场跨越两千年的寻“爱”之路 #电影解说 #AI #深度解析,一场跨越两千年的寻“爱”之路 #电影解说 #AI #深度解析,2026-02-09,3213221803333243,深蓝之眼,10667,2991,1311,2971,
7327911058763566347,人工智能简史：从图灵到GPT 上#人工智能 #有ai就有无限可能 #ai #认知 #干货分享,人工智能简史：从图灵到GPT 上#人工智能 #有ai就有无限可能 #ai #认知 #干货分享,2024-01-25,58790548481,楚文,3827,2733,66,2179,
7529550345501035791,"一小时从函数到Transformer #ai新星计划  #深度学习  #神经网络 #大模型 #人工智能 
01 从函数到神经网络
02 计算神经网络的参数
03 调教神经网络的方法
04 从矩阵到CNN
05 从RNN到Transformer
06 简单而强大的Transformer
07 速览大模型100词","一小时从函数到Transformer #ai新星计划  #深度学习  #神经网络 #大模型 #人工智能 
01 从函数到神经网络
02 计算神经网络的参数
03 调教神经网络的方法
04 从矩阵到CNN
05 从RNN到Transformer
06 简单而强大的Transformer
07 速览大模型100词",2025-07-21,2366576960218568,飞天闪客,111425,99794,1360,23484,
7577366876041366790,斯皮尔伯格的神级预言：当AI觉醒什么是“爱” #人工智能 #科幻 #了不起的精讲团 #影视经典补完计划 #影娱漫谈编辑部,斯皮尔伯格的神级预言：当AI觉醒什么是“爱” #人工智能 #科幻 #了不起的精讲团 #影视经典补完计划 #影娱漫谈编辑部,2025-11-27,157930975666503,流心影者,13549,2221,393,1033,
7339447308536319271,人工智能：时代的机遇和挑战丨潮起,人工智能：时代的机遇和挑战丨潮起,2024-02-25,2440545874477636,视听中国,8820,6879,175,12817,
7628594362502368539,从CNN到Transformer，AI如何学会理解人类？ #人工智能 #大模型 #AI大模型 #CNN #Transformer,从CNN到Transformer，AI如何学会理解人类？ #人工智能 #大模型 #AI大模型 #CNN #Transformer,2026-04-14,156578512909178,AI大模型学习,740,656,15,76,
7563607622243421503,"20分钟读懂AI史上最重要的一篇论文 《Attention Is All You Need》
#AI在抖音  #AI新星计划 #人工智能 #论文 #AI","20分钟读懂AI史上最重要的一篇论文 《Attention Is All You Need》
#AI在抖音  #AI新星计划 #人工智能 #论文 #AI",2025-10-21,4322927379496632,李自然说,110206,67614,2654,17779,
7600323881588575515,如果人工智能不断变得更智能会发生什么？ #人工智能问题 #AI问题 #人工智能哲学 #哲学 #抖音精选app,如果人工智能不断变得更智能会发生什么？ #人工智能问题 #AI问题 #人工智能哲学 #哲学 #抖音精选app,2026-01-28,98776380770,Kerry哲学,3875,598,141,208,
